id,content,date,language,title,normalized_rating,raw_rating,offerings,destinations,offerings_list,destinations_list
377380-175313633976,اسمع بكم سعر اليومين هذا الشاليه عشان العيد الثاني بكم,2021-05-10T18:22:00+00:00,ara,Rohara Resort منتجع روهارا,100.0,5.0,Accommodation,Taif,['Accommodation'],['Taif']
377380-175313634891,هذا الفرع يذكرني بالزمن الجميل بودل فخم ولكن نتطلع لاكثر من كذا,2021-05-10T18:22:00+00:00,ara,بودل للأجنحة الفندقية,60.0,3.0,Accommodation,Abha,['Accommodation'],['Abha']
377380-203582193501,يالبيه ياالسوده انشهد تستاهل ١٠ من عشره بس يفضل البلدية تشتغل افضل من كذا لان شغلهم سيء,2021-04-11T07:48:00+00:00,ara,Al Soudah National Park,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203586214864,ممتاز,2021-04-11T07:48:00+00:00,ara,Imam Turki Bin Abdullah Grand Mosque,100.0,5.0,"Religious, Tourism Attractions/ Sites","Riyadh, Madinah","['Religious', 'Tourism Attractions/ Sites']","['Riyadh', 'Madinah']"
377380-203589333609,يكفي البحر ونسمته,2021-04-11T07:48:00+00:00,ara,Alsubh Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203585002022,جميل وهادئ,2021-04-11T07:48:00+00:00,ara,Prince Hussam Park,80.0,4.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-203584921871,الكان خرافي عند الغروب,2021-04-11T07:48:00+00:00,ara,Al Sahab Park,100.0,5.0,Tourism Attractions/ Sites,Al Namas,['Tourism Attractions/ Sites'],['Al Namas']
377380-203589111612,جميل وواسع ونظيف,2021-04-11T07:48:00+00:00,ara,Park Alheefah,100.0,5.0,Tourism Attractions/ Sites,Tanomah,['Tourism Attractions/ Sites'],['Tanomah']
377380-203587459961,ممتاز جدا في التعامل مع الزبائن وجودة الملابس عندهم وكل منتجاتهم,2021-04-11T07:48:00+00:00,ara,Souq Al Zel,100.0,5.0,"Tourism Attractions/ Sites, Retail","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Riyadh']"
377380-203583701017,Wow place 😍😍,2021-04-11T07:48:00+00:00,eng,Al Meger Tourist Village,100.0,5.0,Tourism Attractions/ Sites,Al Namas,['Tourism Attractions/ Sites'],['Al Namas']
377380-203583158656,روعه لاتو صف,2021-04-11T07:48:00+00:00,ara,Jabal Sawda,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203585084902,وادي لجب يتبع لمحافظة الريث شرق منطقة جازان جميل ورائع يقع بين جبال مرتفعه من الجانبين يتميز بالماء والأشجار الكثيره لاكنه خطير عند هطول الأمطار وجريان السيول بالوادي,2021-04-11T07:48:00+00:00,ara,Wadi Lajab,100.0,5.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-203589192192,Good Park. Like Really Good. Recommendyou to Visit. :),2021-04-11T07:49:00+00:00,eng,Alanoud Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203587244265,طريق ضيقه ووعره جدا+ التصريف المياه السيئ,2021-04-11T07:49:00+00:00,ara,King Salman Park,40.0,2.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203589332428,جميل المكان لكن كثير حشرات تجدها امامك,2021-04-11T07:49:00+00:00,ara,Alsubh Park,80.0,4.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203587002762,ممتاز,2021-04-11T07:49:00+00:00,ara,Al Mahmal Center,80.0,4.0,Retail,Jeddah,['Retail'],['Jeddah']
377380-203582448850,مكان مخصص فقط لنزهه على الارجل ولكن ممنوع دخول المركبات ويتميز في الطبيعه الخلابه. انصح بزيارته.,2021-04-11T07:49:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203583154598,جييد,2021-04-11T07:49:00+00:00,ara,Jabal Sawda,60.0,3.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203589281055,هو في احلي من الواجهة,2021-04-11T07:49:00+00:00,ara,Waterfront Beach Royal Commission Yanbu,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203588818982,منطقة رائعة جدا.. تشبه السودة.. وتتميز بكونها في المدينة.. وهدوء المكان..,2021-04-11T07:49:00+00:00,ara,Alsharaf Park,100.0,5.0,Tourism Attractions/ Sites,Tanomah,['Tourism Attractions/ Sites'],['Tanomah']
377380-206782030309,cozy and nice place,2021-05-11T00:25:00+00:00,eng,King Abdullah Environmental Park,100.0,5.0,"Food & Beverage, Tourism Attractions/ Sites",Al Ahsa,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Al Ahsa']
377380-203587170697,Nice historical site to visit if you are in the area. The wreckage is from the 60's. The fuselage is eroded with a separated tail segment and some missing part. This was a WWII surplus plane flown to the area by an American. The site is protected now but you can see graffiti on the some parts. The beach next to it is fantastic and you can see Egypt in the far distance (my phone actually connected to Egyptian cell network while here). Plan to explore the plane and have a picnic at the nearby beach. Bring sandals as the area around the plane floods with tide,2021-04-11T07:49:00+00:00,eng,Catalina Seaplane Wreckage,80.0,4.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-175256569981,مكان جميل ويحكي تراث المنطقة عمره أكثرمن ١٢٠عام,2021-05-11T04:03:00+00:00,ara,فندق الكوت التراثي - Al Koot Heritage Hotel,80.0,4.0,Accommodation,Al Ahsa,['Accommodation'],['Al Ahsa']
377380-203588127986,حديقة متكاملة ورائعة جميع الخدمات موجودة مسطحات خضراء وجلسات وممشى داخل الحديقة ودورات مياه ومصلى وملاهي وغيرها بشكل عام رائعة وتشكر الأمانة على وضع مثل هذه الحدائق بخدماتها الكاملة .,2021-04-11T07:49:00+00:00,ara,Al Faisaliah garden,100.0,5.0,"Food & Beverage, Tourism Attractions/ Sites",Taif,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Taif']
377380-203584984151,رائع,2021-04-11T07:49:00+00:00,ara,King Abdulaziz Center for World Culture - Ithra,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-175280334078,اجمل ماعندهم السرير الغرفة ضيقة جدا,2021-05-11T09:59:00+00:00,ara,Shaza Makkah,80.0,4.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203597215854,مكان جميل ومرتب واهم شيء فيه قبل كل شيء نظيف بشكل ما يتصور حتى دورات المياه وانتم بكرامه نظيفة واضاءتها جميلة ، فعلاً يستحق الزيارة,2021-04-11T07:49:00+00:00,ara,Arruddaf Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203587455165,"It's warm lovely place. Good for visit. Water is not potable, just could be used for agriculture uses. Place is not suitable for wheels, also there is no facilities any where.",2021-04-11T07:49:00+00:00,eng,12 Springs of Prophet Moses (A.S.),60.0,3.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203585008231,المنتزة حلو و مرتب و رايق في الليل.. مفتوح فقط من الخميس لسبت و من الساعة 4 عصر الى 10 الليل..,2021-04-11T07:49:00+00:00,ara,Prince Hussam Park,80.0,4.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-203589319421,حديقة الصبح صبح يتجدد بكل وقت جميله جميله ومريحة جدا,2021-04-11T07:49:00+00:00,ara,Alsubh Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203586218600,جامع الاول في الرياض,2021-04-11T07:49:00+00:00,ara,Imam Turki Bin Abdullah Grand Mosque,100.0,5.0,"Religious, Tourism Attractions/ Sites","Riyadh, Madinah","['Religious', 'Tourism Attractions/ Sites']","['Riyadh', 'Madinah']"
377380-175294605637,جميل ومرتب,2021-05-11T13:05:00+00:00,ara,Prime Hotel Al Hamra,80.0,4.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-203585239200,يعتبر بيت نصيف الذي بناه عمر نصيف معلماً من معالم جدة حيث نزل فيه الملوك والأمراء والعلماء والوزراء، حتى أن السلطان العثماني وحيد الدين أخر سلاطين الدولة العثمانية بعد أن أقصي عن الخلافة ودعاه الشريف الملك الحسين بن علي لزيارة الحجاز، وكان امراء مكة الأشراف ينزلون فيه ثم تحولوا إلى قصر مهنا؛ فكان الملك حسين وابنه علي أيضاً ينزلون فيه؛ فلم يكن في جدة فندق أو دار ضيافة إلا قصر نصيف الذي يعتبر قصر الضيافة لكل من زار الحجاز، وحين ضم الملك عبدالعزيز آل سعود الحجاز لسلطنة نجد وانتهاء العهد الهاشمي كان قصر نصيف مركزاً لإقامة الملك وعقد الاجتماعات التي ترتب أمور الدولة، ولما توفي عمر نصيف انحصر إرثه في بناته الست وفي الشيخ محمد نصيف الذي يعتبر الوريث الأكبر لجده؛ فقام والي جدة العثماني راتب باشا على جعل القصر من نصيب محمد نصيف لأنه الشخص الوحيد القادر على استقبال الضيوف، ومن بعده قام الملك فيصل بن عبدالعزيز بشراء القصر من ورثة الشيخ محمد نصيف إضافة إلى المكتبة القيمة لجعلها نواة للمكتبات العامة بجدة.[1],2021-04-11T07:49:00+00:00,ara,Nassif House Museum,100.0,5.0,"Accommodation, Tourism Attractions/ Sites","Jeddah, Makkah","['Accommodation', 'Tourism Attractions/ Sites']","['Jeddah', 'Makkah']"
377380-203588600106,استمتعت و هذا بدون تجربه كل الموجود👌,2021-04-11T07:49:00+00:00,ara,Al Hada Cable Car,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203588899554,افضل مكان,2021-04-11T07:49:00+00:00,ara,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203586944301,ماشي حاله,2021-04-11T07:49:00+00:00,ara,Wadi Hanifa Park,20.0,1.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-175306374101,Nice view,2021-05-11T16:18:00+00:00,eng,Habitat Hotel All Suites,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-203583162155,جممميل جدا ، والاكل جودته عاليه ومرضيه فوق المستوى، احترم اخلاصهم وابداعهم ، من افضل المطاعم في الباحة,2021-04-11T07:49:00+00:00,ara,ORFA RESTAURANT,100.0,5.0,Food & Beverage,Al Baha,['Food & Beverage'],['Al Baha']
377380-203586875853,Big spacious calm and quiet View point to view Riyadh city,2021-04-11T07:49:00+00:00,eng,Manakh King Abdulaziz Park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203585395483,المكان جميل وبه معروضات شعبية من تراث المنطقة,2021-04-11T07:49:00+00:00,ara,Jazan Heritage Village,100.0,5.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-203582172060,المنتزة مره حلوه ولكن لازم تروح له بدري عشان تعين لك مكان حلو المكان رائع في فترة الصيف الشتاء بارد مره,2021-04-11T07:49:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203584789021,تحتاج تطوير,2021-04-11T07:49:00+00:00,ara,Dolphin Village Dammam,40.0,2.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203585381108,على اسمها خياااااااال من احلى الاماكن في ابها,2021-04-11T07:49:00+00:00,ara,Abu Kheyal Park,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203588194032,مضغوطهم جبّار,2021-04-11T07:49:00+00:00,ara,Al-Qaryah Al-Turathiyah Restaurant,100.0,5.0,Food & Beverage,Tabuk,['Food & Beverage'],['Tabuk']
377380-203584559643,احساس الطبيعة البمر سبحان الله العظيم,2021-04-11T07:49:00+00:00,ara,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203585485498,انصح بالصباح للي يبحث عن الهدوء للابتعاد عن الزحمة,2021-04-11T07:49:00+00:00,ara,"King Abdullah Park, Sea front",60.0,3.0,"Tourism Attractions/ Sites, Accommodation","Khobar, Madinah, Riyadh, Dammam","['Tourism Attractions/ Sites', 'Accommodation']","['Khobar', 'Madinah', 'Riyadh', 'Dammam']"
377380-175317515604,Good but far away a little bit,2021-05-11T19:32:00+00:00,eng,M Hotel Makkah by Millennium,80.0,4.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203582529741,مكان جميل جدا ومناظر خلابة ولكن لا يوجد دورات مياه أو اتوقع انها موجودة ولكنها مغلقة! 😐,2021-04-11T07:49:00+00:00,ara,Al Soudah National Park,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203582752362,جميل,2021-04-11T07:49:00+00:00,ara,Uqair Beach,80.0,4.0,"Food & Beverage, Tourism Attractions/ Sites",Al Ahsa,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Al Ahsa']
377380-203585679607,حديقة جميلة و نظيفة اتمنى ان تكون الحديقة في حي الملك فيصل بنفس المستوى,2021-04-11T07:49:00+00:00,ara,Al Hamra Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203587668136,جيد جدا,2021-04-11T07:49:00+00:00,ara,Almaigliah Market,100.0,5.0,"Tourism Attractions/ Sites, Retail",Madinah,"['Tourism Attractions/ Sites', 'Retail']",['Madinah']
377380-203582525669,ممتاز,2021-04-11T07:50:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-175319060883,الع,2021-05-11T21:03:00+00:00,ara,فندق سجى المدينة,20.0,1.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-203585388301,افضل اطلاله وموقع تنزه بأبها للمصطافين ولغرض التمشيه وقريبه من المدينه العاليه وممشى الضباب ولا اروع,2021-04-11T07:50:00+00:00,ara,Abu Kheyal Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203586115895,مكان مناسب للاستمتاع بالرمال الناعمه,2021-04-11T07:50:00+00:00,ara,Khararah Lake,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203588886097,املج روعه والشواطئ ساحرة انصح بزيارة محافظة املج,2021-04-11T07:50:00+00:00,ara,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203588591446,So very very nice place,2021-04-11T07:50:00+00:00,eng,Al Hada Cable Car,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203585962666,سوق تراثي جميل جدا في مدينة شقراء ١٨٠ كلم عن الرياض,2021-04-11T07:50:00+00:00,ara,Hlewa Heritage Market,100.0,5.0,"Tourism Attractions/ Sites, Retail","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Riyadh']"
377380-203583706445,جينا لقيناها مقفله 💔,2021-04-11T07:50:00+00:00,ara,Al Meger Tourist Village,20.0,1.0,Tourism Attractions/ Sites,Al Namas,['Tourism Attractions/ Sites'],['Al Namas']
377380-203585080806,جناااااااان هبه ربانيه ممتعه تسر الناظرين,2021-04-11T07:50:00+00:00,ara,Wadi Lajab,100.0,5.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-203584921334,NEXT LEVEL VIEW ماشاء الله تبارك الله,2021-04-11T07:50:00+00:00,ara,Al Sahab Park,100.0,5.0,Tourism Attractions/ Sites,Al Namas,['Tourism Attractions/ Sites'],['Al Namas']
377380-203587449246,Very nice place,2021-04-11T07:50:00+00:00,eng,12 Springs of Prophet Moses (A.S.),100.0,5.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203585875678,"80 riyals entree fees for what? Dirty sands in the beach, nothing special",2021-04-11T07:50:00+00:00,eng,Yam Beach,20.0,1.0,Tourism Attractions/ Sites,KAEC,['Tourism Attractions/ Sites'],['KAEC']
377380-203589281452,مكان تنزه عائلي وأيضا للشباب ، الاهتمام فيه كبير كل المرافق متوفرة لخدمة المتنزهين يجمع بين جمال طبيعة البحر الساحرة و مناطق مزروعة ، وأماكن ترفيه للصغار ، وأماكن لرياضة المشي ، بالإضافة لإمكانية الشوي والطبخ وأيضا يوجد منطقة كرفانات للإيجار ..,2021-04-11T07:50:00+00:00,ara,Waterfront Beach Royal Commission Yanbu,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203588181833,اسلوب,2021-04-11T07:50:00+00:00,ara,Al-Qaryah Al-Turathiyah Restaurant,100.0,5.0,Food & Beverage,Tabuk,['Food & Beverage'],['Tabuk']
377380-203585399262,جميل,2021-04-11T07:50:00+00:00,ara,Jazan Heritage Village,100.0,5.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-203587141216,من افضل الاماكن التراثية,2021-04-11T07:50:00+00:00,ara,Ushaiqer Heritage Village,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203588141803,حديقة ممتازة تحتوى على العاب اطفال جديدة واكشاك متوفر فيها اطعمه والمشروبات ودورات مياة نظيفة ونشكر القايمين عليها,2021-04-11T07:50:00+00:00,ara,Al Faisaliah garden,100.0,5.0,"Food & Beverage, Tourism Attractions/ Sites",Taif,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Taif']
377380-203585890119,منتاز وتراث,2021-04-11T07:50:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203586881155,مكان هادي ورايق,2021-04-11T07:50:00+00:00,ara,Manakh King Abdulaziz Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203590409204,Boring,2021-04-11T07:50:00+00:00,eng,Green Mountain Resort,40.0,2.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203587668339,مكان يعتبر قلب الرياض وفيه جميع ماتحتاج واسعاره لاباس فيها مع العلم ان الاسعار كانت خياليه بس مع زيادة الاقبال من الزباين صار فيه شبه استغلال للاسف وارتفاع في الاسعار,2021-04-11T07:50:00+00:00,ara,Almaigliah Market,100.0,5.0,"Tourism Attractions/ Sites, Retail",Madinah,"['Tourism Attractions/ Sites', 'Retail']",['Madinah']
377380-203585825910,مكان جيد والنظافة جيده جدا والشباب في الاستقبال ممتازين والمواقف متوفره,2021-04-11T07:50:00+00:00,ara,Khobar Sea Front,60.0,3.0,Tourism Attractions/ Sites,Khobar,['Tourism Attractions/ Sites'],['Khobar']
377380-203584561642,Went with friends and had a lot of fun. It's quiet with a cool breeze.,2021-04-11T07:50:00+00:00,eng,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203587763626,متعة التنزه,2021-04-11T07:50:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203583692420,جميل المكان وهادئ,2021-04-11T07:50:00+00:00,ara,Al Ahsa Mall by Arabian Centres,100.0,5.0,"Tourism Attractions/ Sites, Retail",Al Ahsa,"['Tourism Attractions/ Sites', 'Retail']",['Al Ahsa']
377380-203588424286,هذا الموقع يستحق الزيارة والتفكر في صنع الله كما انه موقع مناسب للهايكنك والمستكشفين ويحتاج الى الإعداد والعدة واللياقة البدنية للنزول الى قاع الفوهه والأفضل أن تكون الرحلة في فصل الشتاء نظرا لحرارة المكان. كما ان الموقع لا يوجد بقربه اي محلات او خدمات تجارية حيث ان اقرب محلات تبعد حوالي١٥ كيلو. معلومات: مقلع طمية أو ما يسمى محليا بالوعبه. تقع الوعبه في حرة كشب بمحافظة الموية على طريق المويه مهد الذهب ويصللها الأسفلت حتى الفوهه. وهي عبارة عن فوهه بركانية ناتجة عن سقوط نيزك قبل الاف السنين ويحيط بجهتها الشرقية لابه بركانية منصهرة ذات منظر مهيب. يوجد في اسفل الفوهه من الجهة الشرقية بعض النخيل وشجر الدوم وبعض العيون الحارة وهو المكان الأنسب للنزول لأسفل الفوهه. مقلع طمية لها قصة من وحي الخيال يتداولها الناس قديما تدور احداثا الرومانسية حول عشق مقلع طمية لجبل في منطقة القصيم يسمى قطن عندمى رأته يلوح كلما برق البرق فأعجبت به وذهبت حتى استقرت بجانبه وبقي مكانها هذه الفوهه. الا ان هذه القصة مجرد اساطير,2021-04-11T07:50:00+00:00,ara,Al-Waba Crater,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-175307065838,جيده,2021-05-12T08:24:00+00:00,ara,Lareen Suites Hotel,80.0,4.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-203586216253,Nice,2021-04-11T07:50:00+00:00,eng,Imam Turki Bin Abdullah Grand Mosque,100.0,5.0,"Religious, Tourism Attractions/ Sites","Riyadh, Madinah","['Religious', 'Tourism Attractions/ Sites']","['Riyadh', 'Madinah']"
377380-203587479726,تجربه جميله جدا,2021-04-11T07:50:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203585213248,يعتبر بيت نصيف الذي بناه عمر نصيف معلماً من معالم جدة حيث نزل فيه الملوك والأمراء والعلماء والوزراء، حتى أن السلطان العثماني وحيد الدين أخر سلاطين الدولة العثمانية بعد أن أقصي عن الخلافة ودعاه الشريف الملك الحسين بن علي لزيارة الحجاز، وكان أمراء مكة الأشراف ينزلون فيه ثم تحولوا إلى قصر مهنا؛ فكان الملك حسين وابنه علي أيضاً ينزلون فيه؛ فلم يكن في جدة فندق أو دار ضيافة إلا قصر نصيف الذي يعتبر قصر الضيافة لكل من زار الحجاز، وحين ضم الملك عبدالعزيز آل سعود الحجاز لسلطنة نجد وانتهاء العهد الهاشمي كان قصر نصيف مركزاً لإقامة الملك وعقد الاجتماعات التي ترتب أمور الدولة، ولما توفي عمر نصيف انحصر إرثه في بناته الست وفي الشيخ محمد نصيف الذي يعتبر الوريث الأكبر لجده؛ فقام والي جدة العثماني راتب باشا على جعل القصر من نصيب محمد نصيف لأنه الشخص الوحيد القادر على استقبال الضيوف، ومن بعده قام الملك فيصل بن عبدالعزيز بشراء القصر من ورثة الشيخ محمد نصيف إضافة إلى المكتبة القيمة لجعلها نواة للمكتبات العامة بجدة.,2021-04-11T07:50:00+00:00,ara,Nassif House Museum,100.0,5.0,"Accommodation, Tourism Attractions/ Sites","Jeddah, Makkah","['Accommodation', 'Tourism Attractions/ Sites']","['Jeddah', 'Makkah']"
377380-203585962482,من افضل القهوات المختصة بالرياض ❤️,2021-04-11T07:50:00+00:00,ara,Five Elephants Speciality Coffee,80.0,4.0,Food & Beverage,Madinah,['Food & Beverage'],['Madinah']
377380-203585684623,نظيفه وانيقه,2021-04-11T07:50:00+00:00,ara,Al Hamra Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203587180089,"It's interesting location , it's worth it",2021-04-11T07:50:00+00:00,eng,Catalina Seaplane Wreckage,100.0,5.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203589321084,Beautiful place to spend quality time with family.. Masha Allah,2021-04-11T07:50:00+00:00,eng,Alsubh Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203587230623,وصل للمتنزهين نظام امسك مكان واجلس فيه والمكان اللي جنبه المفروض للغير حاط فيه كرسي ولا فرشة عشان محد يجي جنبه حسد وجهل وعباطه كلها,2021-04-11T07:50:00+00:00,ara,King Salman Park,60.0,3.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203582400856,من أجمل المواقع في المملكة العربية السعودية,2021-04-11T07:50:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203597212777,ممتاز,2021-04-11T07:50:00+00:00,ara,Arruddaf Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203587830512,رائع جداً ومنتنزه نظيف هايل جداً رائع. رائع,2021-04-11T07:50:00+00:00,ara,Wadi Namar Waterfall,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-175421057177,كويس جدا,2021-05-13T02:04:00+00:00,ara,Diyar Taiba,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-203585007704,موقع غير مناسب لظيق الموقع وغير معد للبيع وشراء عشوائي عذلك عدم إشراف الأمانة على السوق عدم تنظيم السير من قبل إدارة المرور,2021-04-11T07:50:00+00:00,ara,Prince Hussam Park,60.0,3.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-203585279945,مكان جميل ويربطك بالماضي و يتطلب اهتمام اكثر,2021-04-11T07:50:00+00:00,ara,"Old Jeddah, Al Balad",100.0,5.0,"Tourism Attractions/ Sites, Retail","Taif, Jeddah","['Tourism Attractions/ Sites', 'Retail']","['Taif', 'Jeddah']"
